order_id,products
2133526,47766
2133533,13176
2133649,None
2133653,None
2133755,None
2133768,24852
2133846,14808
2133908,24852
2133932,27966
2134005,21137
2134024,40706
2134045,None
2134096,43263
2134382,16797
2134405,24852
2134416,48697
2134472,13176
2134516,21137
2134545,27966
2134549,None
2134562,25146
2134581,None
2134690,31717
2134712,None
2134746,49683
2134755,24852
2134917,5077
2134922,3298
2134954,21137
2134969,31981
2135019,24852
2135036,13176
2135290,None
2135307,24852
2135331,21288
2135367,31917
2135409,47766
2135415,18610
2135479,None
2135498,21137
2135634,4920
2135704,37710
2135712,None
2135730,13176
2135858,45007
2135885,None
2136007,None
2136027,None
2136055,None
2136058,39275
2136254,14419
2136294,16797
2136298,None
2136339,13176
2136358,20899
2136372,21137
2136436,13176
2136507,13176
2136558,None
2136617,13176
2136694,24852
2136727,47766
2136862,36086
2136879,None
2136987,43961
2137017,21137
2137096,26209
2137126,47209
2137140,5785
2137207,24852
2137228,None
2137262,16797
2137342,39928
2137365,28985
2137374,24852
2137426,None
2137428,24852
2137448,None
2137466,None
2137502,47766
2137503,45066
2137509,46906
2137552,5077
2137630,24852
2137651,None
2137708,24852
2137723,13176
2137773,1940
2137796,44632
2137824,14947
2137879,31766
2137914,24852
2137938,13380
2137941,8193
2137982,24852
2137994,15290
2138177,44142
2138181,48871
2138225,None
2138230,None
2138233,None
2138253,24964
2138300,None
2138353,24852
2138393,16797
2138432,26373
2138485,None
2138487,6046
2138560,None
2138562,17224
2138572,24852
2138630,34027
2138650,None
2138712,13176
2138797,None
2138815,47209
2138858,21137
2138878,24852
2138882,None
2138906,28204
2139005,31912
2139095,33198
2139151,27086
2139186,46817
2139273,44547
2139283,36107
2139398,None
2139402,28842
2139414,16797
2139437,13176
2139460,49683
2139486,45007
2139496,3957
2139504,24852
2139512,13249
2139571,None
2139588,13176
2139600,24852
2139681,24852
2139684,24852
2139709,21903
2139821,35914
2139900,24852
2139909,938
2139950,24852
2140053,None
2140063,13176
2140094,None
2140111,13176
2140176,None
2140221,7963
2140269,43154
2140378,24852
2140451,24852
2140455,13176
2140520,19660
2140525,24852
2140577,None
2140631,24852
2140718,24852
2140729,19734
2140730,45007
2140801,36425
2140802,13176
2140840,13176
2140934,13176
2140972,24852
2141004,8424
2141031,24852
2141232,None
2141244,49683
2141248,47766
2141314,8277
2141355,30391
2141365,22935
2141367,29987
2141413,13176
2141501,None
2141551,47209
2141557,None
2141608,24852
2141612,35951
2141622,15902
2141678,None
2141703,None
2141756,24852
2141759,14901
2141773,24852
2141817,None
2141880,13176
2141890,24852
2141898,44371
2141951,24852
2141966,None
2142031,24852
2142051,3896
2142066,None
2142075,None
2142139,None
2142141,None
2142183,21903
2142184,None
2142241,24852
2142362,None
2142371,None
2142510,None
2142558,651
2142600,28204
2142613,13176
2142626,None
2142652,None
2142794,47144
2142905,44632
2142936,24852
2142944,None
2142950,23516
2143015,47766
2143026,35749
2143058,None
2143060,None
2143115,24852
2143134,33120
2143185,38371
2143188,21267
2143225,None
2143234,None
2143263,21903
2143393,None
2143399,22935
2143441,None
2143516,13176
2143518,None
2143573,44359
2143591,31506
2143616,None
2143641,13176
2143756,4605
2143764,13176
2143846,None
2143885,None
2143911,24852
2143920,21137
2143942,None
2143984,24852
2143988,24852
2144066,24852
2144078,17207
2144199,13176
2144264,47626
2144414,38656
2144497,None
2144572,47766
2144627,None
2144735,24852
2144742,None
2144785,18362
2144800,None
2145010,37766
2145013,4920
2145036,29370
2145082,None
2145129,24852
2145160,196
2145186,10957
2145242,None
2145271,30450
2145282,None
2145299,13176
2145415,24852
2145433,None
2145540,13176
2145568,24852
2145582,24852
2145623,21137
2145657,11869
2145663,None
2145699,None
2145704,None
2145725,19660
2145770,47209
2145849,31683
2145853,21903
2145970,11361
2145972,5077
2146002,24852
2146117,None
2146142,24852
2146151,None
2146235,21903
2146283,21137
2146421,None
2146446,None
2146519,30233
2146629,24852
2146661,47766
2146723,None
2146768,13176
2146836,None
2146852,13176
2146857,None
2146923,None
2146940,24184
2146951,21938
2147015,24852
2147089,None
2147208,24852
2147238,27086
2147361,None
2147382,21903
2147427,45007
2147501,24852
2147520,24852
2147533,13176
2147693,None
2147723,33129
2147750,13176
2147757,24852
2147762,24964
2147814,None
2147852,21903
2147983,15290
2147984,11182
2147986,21137
2147990,13176
2148016,13176
2148145,38511
2148216,46175
2148261,24852
2148311,None
2148321,None
2148336,None
2148385,21903
2148398,24852
2148438,13176
2148467,22935
2148472,16797
2148503,5077
2148676,None
2148931,13176
2148988,24852
2149024,16797
2149173,None
2149174,24852
2149176,47626
2149217,24852
2149283,21137
2149310,47144
2149384,21137
2149414,23644
2149449,13176
2149597,24852
2149608,None
2149614,5785
2149637,24852
2149804,24852
2149820,None
2149947,None
2149982,None
2150180,47209
2150222,None
2150257,49683
2150293,24838
2150322,13176
2150340,13176
2150361,13176
2150387,13176
2150429,None
2150501,None
2150542,24852
2150591,13176
2150642,43961
2150685,22035
2150696,47766
2150701,None
2150739,None
2150768,49235
2150808,196
2150858,26209
2150892,None
2150894,47766
2150907,12341
2150908,None
2150958,45066
2151061,14366
2151088,27104
2151090,24852
2151106,None
2151112,None
2151154,47626
2151243,28204
2151331,None
2151337,24852
2151369,21137
2151485,24852
2151511,None
2151527,24852
2151584,13176
2151651,24852
2151671,24852
2151693,45066
2151731,21137
2151740,None
2151819,24852
2151912,None
2151928,16797
2151984,31992
2152030,13176
2152109,28993
2152143,None
2152201,13176
2152256,21137
2152274,21137
2152328,13176
2152337,35042
2152362,31717
2152386,24852
2152397,None
2152537,None
2152593,None
2152621,42803
2152622,None
2152629,None
2152678,None
2152724,33754
2152822,47818
2152843,26209
2152899,49235
2152996,21137
2153062,13176
2153134,16797
2153153,5077
2153173,49191
2153231,13176
2153248,24852
2153349,None
2153463,24852
2153499,13176
2153511,13870
2153574,13176
2153592,None
2153618,46026
2153621,1511
2153675,13176
2153713,47626
2153745,27086
2153748,16696
2153881,24852
2153893,21903
2153945,43154
2153999,47209
2154007,5077
2154029,None
2154048,4920
2154126,None
2154190,None
2154217,24852
2154317,37646
2154355,16797
2154358,None
2154367,21903
2154376,5194
2154449,39275
2154467,24852
2154468,49247
2154536,24852
2154609,None
2154612,13176
2154635,13176
2154660,21137
2154703,None
2154750,24852
2154816,24852
2154831,21903
2154835,43352
2154936,None
2155022,27086
2155031,None
2155053,13176
2155192,43352
2155210,13176
2155226,None
2155236,5077
2155263,22935
2155268,19660
2155277,27344
2155335,28199
2155394,21903
2155439,24852
2155442,28204
2155455,24852
2155508,31717
2155551,47209
2155564,24964
2155760,None
2155837,24852
2155844,None
2155889,24852
2155930,26209
2156077,24852
2156269,10957
2156313,45007
2156396,None
2156433,40142
2156457,47626
2156651,None
2156746,16797
2156842,49683
2156851,None
2156852,None
2156885,13176
2156910,13176
2156942,24852
2156962,24852
2156978,47766
2157063,43352
2157114,None
2157159,None
2157268,24852
2157292,None
2157327,49235
2157347,24852
2157430,33198
2157453,16797
2157488,47766
2157516,8021
2157535,45066
2157583,27845
2157611,5258
2157663,9755
2157676,24852
2157831,24852
2157903,13176
2157918,47209
2158145,13176
2158232,24852
2158255,22935
2158376,23909
2158460,31040
2158462,8859
2158511,22935
2158638,24852
2158660,45066
2158667,None
2158674,5876
2158698,13914
2158948,16083
2158954,None
2158975,13176
2158976,24852
2159010,None
2159025,41276
2159026,24852
2159079,None
2159176,21903
2159196,24852
2159201,24852
2159213,43154
2159289,None
2159334,24852
2159398,24852
2159432,21903
2159442,None
2159520,24852
2159551,None
2159575,21137
2159653,24852
2159748,38768
2159761,40939
2159875,None
2159907,33129
2159982,12916
2160037,13176
2160082,44632
2160088,None
2160116,4605
2160134,7781
2160187,None
2160275,None
2160319,21137
2160437,4920
2160666,35042
2160670,10673
2160700,13176
2160706,9409
2160762,13176
2160776,None
2160796,24852
2160819,29503
2160941,24852
2160975,24852
2161067,13176
2161076,47766
2161174,28204
2161194,43352
2161287,None
2161313,None
2161332,5194
2161338,24852
2161391,16797
2161400,13176
2161481,None
2161491,None
2161570,47626
2161633,16797
2161636,22788
2161659,13829
2161680,24852
2161692,21137
2161792,47626
2161939,22218
2161940,None
2162064,24852
2162082,47209
2162102,44632
2162144,None
2162185,47626
2162264,24852
2162286,8277
2162311,None
2162333,47766
2162360,None
2162426,21137
2162459,47766
2162476,None
2162556,24852
2162613,None
2162628,13176
2162732,24852
2162881,26209
2162971,43352
2162989,13176
2162997,13176
2163011,21137
2163014,None
2163022,None
2163053,49683
2163116,27845
2163132,35951
2163165,13176
2163182,24852
2163293,13176
2163313,None
2163317,None
2163328,26165
2163332,4210
2163338,None
2163348,None
2163367,24852
2163473,16797
2163503,21137
2163540,None
2163579,21137
2163643,2966
2163702,49191
2163766,43693
2163791,None
2163816,None
2163875,13176
2163914,21137
2163918,13176
2163963,12427
2164068,31651
2164099,24852
2164113,24964
2164127,19173
2164132,13176
2164148,None
2164216,None
2164240,34969
2164314,None
2164401,27845
2164402,4920
2164422,None
2164455,13176
2164649,13176
2164699,None
2164724,16797
2164736,24852
2164745,24852
2164808,None
2164852,24852
2164903,43352
2164913,13176
2164950,28993
2165006,204
2165013,26209
2165027,24852
2165064,27845
2165135,None
2165138,22035
2165180,40332
2165181,24852
2165255,49683
2165282,24852
2165346,None
2165359,5077
2165393,13176
2165422,13176
2165454,21137
2165472,24852
2165531,432
2165573,None
2165668,24852
2165765,None
2165885,28199
2165931,None
2166069,14335
2166109,24852
2166113,5876
2166123,13166
2166127,27845
2166132,23537
2166138,32691
2166142,24852
2166220,22935
2166497,None
2166554,None
2166558,13042
2166588,None
2166597,45007
2166601,196
2166690,13176
2166711,24852
2166722,40706
2166814,None
2166868,26209
2166935,47209
2167182,13176
2167185,43961
2167205,13176
2167240,33493
2167252,37766
2167289,None
2167348,25199
2167535,47766
2167566,13176
2167578,47766
2167582,21903
2167612,35561
2167620,16185
2167659,13176
2167711,4605
2167885,None
2167996,21137
2168060,24852
2168096,None
2168107,11365
2168176,13176
2168190,None
2168207,None
2168340,21137
2168345,21137
2168370,28842
2168412,44422
2168429,24852
2168470,None
2168547,8571
2168567,27086
2168652,38383
2168739,None
2168746,None
2168754,8859
2168876,28204
2168878,None
2168904,14084
2168908,24852
2168939,47626
2168976,24852
2168984,22935
2168992,21137
2169016,47766
2169028,47209
2169083,47209
2169100,13176
2169134,24852
2169138,31506
2169215,47209
2169227,None
2169228,47626
2169248,13176
2169257,None
2169267,None
2169363,1511
2169393,39108
2169402,None
2169409,24852
2169415,12276
2169436,47626
2169447,39993
2169495,47766
2169507,None
2169514,24852
2169610,21903
2169636,47209
2169881,13176
2169909,None
2169962,5876
2170012,1468
2170047,5479
2170075,None
2170179,21903
2170192,32939
2170228,10673
2170249,None
2170284,40302
2170314,None
2170337,None
2170353,21338
2170393,38200
2170420,13176
2170495,35269
2170505,31506
2170508,None
2170570,12341
2170646,None
2170668,26604
2170671,13176
2170675,None
2170707,23909
2170768,27845
2170769,13176
2170770,24852
2170780,8193
2171071,5258
2171096,21903
2171168,21137
2171200,13176
2171213,45066
2171226,24852
2171264,None
2171281,13176
2171337,26209
2171356,24852
2171367,47766
2171417,35914
2171624,47626
2171673,13176
2171727,24701
2171736,47209
2171833,20955
2171864,43154
2171910,None
2171935,13176
2171948,47209
2171983,32403
2172011,36107
2172056,5077
2172065,21903
2172094,45066
2172126,None
2172147,13176
2172161,13176
2172230,21137
2172287,None
2172347,32403
2172352,24852
2172401,39877
2172405,5876
2172475,13176
2172643,13176
2172658,None
2172708,47626
2172762,24852
2172783,5876
2172912,21903
2172928,None
2172958,21137
2172979,46979
2173134,13176
2173184,None
2173198,None
2173214,5077
2173394,3442
2173427,16797
2173511,44632
2173517,None
2173540,26348
2173593,14233
2173673,24852
2173698,None
2173708,None
2173734,21137
2173784,13176
2173787,None
2173908,21137
2173982,27966
2174040,24852
2174104,None
2174158,None
2174224,24852
2174229,None
2174240,21903
2174273,47626
2174368,None
2174416,24852
2174441,24852
2174493,24852
2174547,None
2174589,4920
2174627,None
2174819,21709
2174906,40348
2174914,None
2174951,None
2174958,None
2175018,24852
2175086,24852
2175137,21137
2175154,24852
2175236,None
2175294,24852
2175361,13176
2175432,13176
2175517,13176
2175566,49610
2175609,26209
2175646,None
2175668,39275
2175758,None
2175759,12341
2175800,24852
2175811,None
2175910,None
2175942,None
2175987,None
2175994,13176
2176009,30489
2176045,None
2176064,24852
2176132,None
2176340,21709
2176368,None
2176389,21137
2176393,13176
2176440,8277
2176459,39945
2176533,43295
2176570,None
2176640,24852
2176726,11520
2176739,24852
2176765,47626
2176911,9387
2176943,13176
2176962,28985
2177059,24852
2177211,47209
2177225,38777
2177267,32747
2177272,None
2177277,24852
2177280,None
2177323,21137
2177418,42240
2177468,21137
2177528,24852
2177541,13176
2177552,None
2177562,24852
2177604,47209
2177640,6615
2177673,24852
2177898,432
2177926,24964
2178048,13176
2178049,33000
2178069,13176
2178117,None
2178150,24852
2178275,35951
2178292,None
2178304,47626
2178345,13176
2178373,46667
2178398,24852
2178484,None
2178567,13176
2178647,14947
2178720,None
2178745,None
2178758,19660
2178761,24852
2178791,13176
2178827,13176
2178901,13176
2178965,None
2179010,49235
2179014,5077
2179070,None
2179130,None
2179254,4920
2179294,24852
2179319,None
2179455,42887
2179496,21137
2179506,24852
2179601,28985
2179619,5077
2179625,24852
2179778,24852
2179782,None
2179794,26165
2179832,47209
2179897,42240
2179992,20842
2180015,4957
2180128,116
2180169,None
2180224,23909
2180268,47766
2180371,13176
2180385,None
2180534,47209
2180571,None
2180576,24852
2180596,8518
2180633,47766
2180713,None
2180799,16797
2180818,None
2180859,24852
2180905,23909
2180921,13176
2180981,30233
2181011,22825
2181039,24235
2181045,13176
2181053,13176
2181095,30391
2181184,24964
2181310,24852
2181417,24852
2181437,24852
2181503,24852
2181559,47209
2181564,27845
2181575,8048
2181582,21903
2181590,35951
2181604,24852
2181606,24852
2181706,24852
2181710,None
2181713,None
2181717,13176
2181893,35042
2181910,13176
2181931,None
2181946,None
2181948,None
2181978,40706
2182048,27845
2182110,49235
2182118,None
2182235,19057
2182301,13176
2182343,24852
2182347,None
2182378,None
2182397,28204
2182474,48351
2182505,24852
2182556,37687
2182701,33120
2182753,24964
2182764,13176
2182792,21616
2182874,22935
2183030,38928
2183063,23375
2183068,None
2183078,12456
2183115,38928
2183160,287
2183163,None
2183238,28931
2183256,24852
2183366,27344
2183509,3990
2183566,None
2183615,None
2183655,None
2183713,None
2183730,13176
2183813,44632
2183821,None
2183838,None
2183846,None
2184012,15902
2184057,24852
2184061,17835
2184093,None
2184106,18479
2184127,5450
2184134,47766
2184199,6182
2184205,21137
2184320,None
2184338,24852
2184442,21137
2184474,None
2184521,13176
2184539,16797
2184544,None
2184576,47475
2184586,None
2184682,10646
2184694,26499
2184778,None
2184784,None
2184807,13176
2184850,24838
2184895,None
2184908,30169
2184913,18811
2184920,None
2184930,13176
2184992,40706
2185041,130
2185087,None
2185135,31506
2185136,None
2185144,None
2185192,21903
2185225,35221
2185245,24852
2185261,49683
2185292,None
2185358,22935
2185397,24964
2185441,43772
2185484,47766
2185513,None
2185570,41406
2185605,22935
2185653,47766
2185693,None
2185724,24852
2185735,None
2185848,21616
2185948,24852
2186053,24852
2186072,21137
2186078,17794
2186149,24852
2186181,21137
2186192,24852
2186231,None
2186237,None
2186286,13176
2186315,None
2186374,None
2186410,42240
2186429,26032
2186440,17794
2186442,None
2186463,24852
2186464,None
2186483,17902
2186523,None
2186553,None
2186643,21903
2186652,None
2186712,None
2186857,19660
2186883,30391
2186888,20114
2186912,47626
2186927,None
2186942,None
2186964,47766
2187072,26209
2187135,None
2187271,13176
2187336,24852
2187388,None
2187605,49683
2187611,27845
2187706,24852
2187775,24852
2187809,24852
2187819,47209
2187820,24852
2187827,27966
2187847,21137
2187907,None
2187916,13176
2187925,24852
2187944,None
2187954,None
2187957,47626
2187987,None
2188011,27845
2188054,None
2188058,21497
2188282,8424
2188317,28204
2188406,24852
2188419,None
2188447,None
2188454,13176
2188480,13176
2188642,None
2188692,5077
2188731,None
2188772,None
2188813,13176
2188824,None
2188864,None
2188867,24852
2188930,24852
2188940,None
2188944,24852
2188975,21616
2189024,47766
2189090,24852
2189119,None
2189134,None
2189203,15290
2189252,30827
2189284,13176
2189285,24852
2189288,13176
2189307,21137
2189318,None
2189348,47626
2189349,None
2189373,14576
2189410,24852
2189457,None
2189459,24852
2189513,23375
2189532,None
2189637,24852
2189658,23734
2189683,24852
2189708,21903
2189726,None
2189752,10017
2189792,24852
2189938,24852
2189998,24852
2190017,18023
2190037,24852
2190073,45007
2190129,None
2190207,24852
2190215,6348
2190234,None
2190249,24852
2190265,6550
2190314,24852
2190329,47209
2190479,13176
2190518,None
2190556,16797
2190654,18531
2190773,24852
2190807,21137
2190818,None
2190879,None
2190887,None
2190894,13176
2190896,8048
2190976,None
2190978,47766
2191016,21137
2191045,None
2191139,47766
2191147,24852
2191154,16797
2191211,None
2191256,45007
2191257,None
2191293,24852
2191325,21137
2191381,None
2191395,None
2191406,None
2191436,None
2191453,24852
2191457,None
2191485,None
2191515,7628
2191620,None
2191716,21137
2191739,None
2191742,13176
2191806,33754
2191854,None
2192064,12572
2192065,24852
2192143,24852
2192144,None
2192147,21137
2192221,None
2192321,27323
2192381,16797
2192389,None
2192415,47626
2192455,13176
2192490,None
2192529,None
2192541,30391
2192543,None
2192562,None
2192592,10957
2192681,5876
2192722,24852
2192762,None
2192790,37687
2192805,19660
2192806,24852
2192809,5876
2192848,13176
2192864,21903
2192865,22935
2192868,49235
2192907,24852
2192946,47626
2192995,None
2193056,43961
2193075,None
2193303,21903
2193324,18531
2193330,24184
2193354,40268
2193453,6184
2193505,13176
2193536,40706
2193661,None
2193705,None
2193806,None
2193836,24852
2193882,None
2193915,24852
2193922,21903
2193955,47209
2193992,13176
2194000,24852
2194006,47766
2194134,34126
2194137,None
2194246,24852
2194272,None
2194421,24852
2194428,39408
2194456,49683
2194515,43352
2194546,47626
2194611,24852
2194620,19734
2194648,24852
2194813,24852
2194829,26209
2194845,3952
2194906,10402
2194975,24852
2194979,47145
2194997,21137
2195125,24964
2195195,28204
2195212,39275
2195242,24852
2195243,None
2195249,24852
2195272,None
2195289,39636
2195314,4799
2195366,24852
2195370,24852
2195386,None
2195560,9387
2195578,39275
2195637,None
2195647,21903
2195656,None
2195697,None
2195773,24852
2195814,16797
2195868,None
2195878,47209
2195906,13176
2195920,None
2195996,None
2196021,47626
2196097,None
2196116,24852
2196157,21137
2196185,None
2196275,24852
2196307,13176
2196347,24852
2196374,21137
2196431,33120
2196449,None
2196482,21137
2196507,24852
2196522,49621
2196525,None
2196597,21137
2196607,20114
2196613,None
2196614,13176
2196654,None
2196817,23909
2196845,13176
2197104,40706
2197191,13176
2197266,13176
2197274,21903
2197289,8518
2197296,None
2197349,13176
2197405,4920
2197418,24852
2197450,24852
2197527,23909
2197535,24852
2197613,24852
2197771,None
2197833,27966
2197887,None
2197965,24852
2198063,20114
2198205,5876
2198337,25824
2198343,47766
2198417,None
2198462,None
2198502,13176
2198504,42828
2198639,13176
2198734,None
2198828,11520
2198853,47766
2198858,None
2198861,16797
2198873,None
2198884,24852
2198888,24852
2199028,33452
2199069,40310
2199076,None
2199153,None
2199188,24852
2199224,None
2199264,651
2199287,13176
2199340,None
2199426,26604
2199453,None
2199467,42265
2199569,13176
2199650,24852
2199652,21616
2199846,None
2199960,24852
2199967,13176
2199988,24852
2200123,2086
2200202,None
2200246,16797
2200336,40939
2200456,None
2200458,13176
2200475,None
2200481,49235
2200548,4920
2200582,21137
2200745,33000
2200764,22935
2200777,24852
2200860,4605
2200907,24852
2200914,19691
2200946,24852
2200957,None
2201032,24852
2201165,24852
2201170,24852
2201308,10070
2201326,24852
2201403,5876
2201408,30450
2201563,22935
2201621,21903
2201665,24852
2201698,24852
2201707,13176
2201750,24852
2201841,21137
2201848,4920
2202042,14650
2202110,26209
2202118,None
2202220,11598
2202286,30391
2202288,21137
2202314,31506
2202460,None
2202497,46088
2202500,16797
2202504,None
2202521,19660
2202528,12341
2202564,21137
2202591,13176
2202656,None
2202674,13176
2202763,24852
2202772,None
2202808,None
2202820,24852
2202881,47209
2202953,None
2203023,23909
2203044,None
2203107,8615
2203118,None
2203150,24852
2203197,24852
2203198,24852
2203228,28204
2203237,37646
2203373,None
2203413,7644
2203422,None
2203554,43772
2203563,13176
2203604,21903
2203611,None
2203671,None
2203752,None
2203753,21903
2203788,34448
2203795,13176
2203829,8277
2203855,24852
2203869,47209
2203888,13176
2203959,42265
2204022,None
2204040,None
2204096,41950
2204097,24852
2204148,28204
2204183,24852
2204242,47209
2204257,5785
2204301,13176
2204310,24852
2204335,None
2204354,44570
2204387,24964
2204505,25706
2204569,24852
2204575,13176
2204593,None
2204635,None
2204671,21903
2204696,22935
2204746,24852
2204756,47626
2204758,28199
2204781,13176
2204811,13176
2204832,24852
2204834,13249
2204884,None
2205004,24852
2205053,45007
2205075,None
2205134,None
2205151,13176
2205188,49235
2205223,None
2205244,19660
2205247,None
2205281,24852
2205319,26209
2205358,None
2205421,47766
2205469,24852
2205560,None
2205572,13176
2205722,13176
2205810,13176
2205845,None
2205911,21903
2205913,None
2206099,9076
2206132,None
2206176,4605
2206217,13176
2206229,None
2206230,13176
2206235,40310
2206359,33198
2206369,13176
2206516,None
2206565,24852
2206627,5876
2206660,36316
2206682,9623
2206732,47766
2206763,22935
2206892,None
2206983,None
2207135,None
2207190,13176
2207202,None
2207313,None
2207315,None
2207422,12276
2207451,9076
2207504,24852
2207518,21137
2207528,13176
2207531,16185
2207547,None
2207549,5067
2207553,27966
2207693,24852
2207736,21137
2207787,22767
2207798,None
2207817,24852
2207931,None
2207953,None
2208001,47209
2208028,28842
2208092,None
2208109,47766
2208123,24852
2208124,38928
2208128,21903
2208148,None
2208152,None
2208365,21137
2208404,24852
2208467,None
2208528,24852
2208531,47209
2208543,None
2208597,24852
2208639,None
2208663,None
2208692,4920
2208769,None
2208790,13176
2208834,47209
2208839,24852
2208933,42701
2208960,33198
2208965,24852
2208981,24852
2208992,13176
2209054,24852
2209060,6076
2209108,None
2209120,13176
2209164,None
2209261,24852
2209302,13176
2209332,24852
2209426,None
2209431,13870
2209473,24852
2209582,24852
2209597,11266
2209659,25824
2209681,None
2209699,24852
2209794,20842
2209797,None
2209913,None
2209984,13176
2210007,16696
2210013,24852
2210036,13176
2210063,None
2210066,31506
2210090,24852
2210097,23909
2210190,26209
2210223,None
2210232,None
2210235,22610
2210280,45007
2210294,9387
2210384,24852
2210407,None
2210427,47144
2210431,41844
2210464,None
2210576,47209
2210603,13176
2210624,27086
2210710,None
2210778,47766
2210845,24852
2210905,47209
2210991,47209
2211008,21903
2211113,16797
2211143,33198
2211161,None
2211162,21137
2211170,27845
2211310,38777
2211411,24852
2211442,24852
2211494,None
2211532,23288
2211566,13176
2211615,24852
2211620,13176
2211673,24852
2211702,21903
2211721,22935
2211729,None
2211739,24852
2211757,None
2211851,None
2211909,13176
2211959,24852
2211977,27020
2211991,24852
2212084,None
2212097,24852
2212100,47626
2212109,None
2212148,None
2212228,None
2212236,13176
2212417,5876
2212463,None
2212543,None
2212658,41844
2212663,24852
2212757,21137
2212869,24852
2212939,24852
2212940,28204
2213016,13176
2213057,24852
2213076,24852
2213082,4605
2213092,26209
2213093,None
2213157,21137
2213201,None
2213311,None
2213370,13259
2213378,21903
2213479,47626
2213513,45007
2213518,None
2213528,8277
2213678,47209
2213721,32689
2213788,None
2213817,17794
2213830,24852
2213912,13176
2213934,17207
2213941,None
2213959,24852
2214005,21903
2214109,24852
2214130,16797
2214146,37687
2214161,196
2214285,24852
2214293,24852
2214295,44632
2214303,24852
2214318,24852
2214368,None
2214389,24838
2214398,47766
2214407,24964
2214528,47626
2214534,46802
2214551,None
2214608,None
2214651,9839
2214669,24852
2214673,None
2214849,24852
2214852,24852
2214941,16797
2214952,None
2215009,4920
2215266,None
2215373,24852
2215479,26604
2215530,24852
2215559,24852
2215570,31720
2215675,11182
2215726,24852
2215735,None
2215772,None
2215786,None
2215889,24852
2215957,13176
2216007,47766
2216014,14852
2216031,13176
2216039,8518
2216074,None
2216212,26209
2216256,21903
2216275,24852
2216331,24852
2216384,45007
2216393,None
2216416,None
2216470,None
2216472,24852
2216575,4605
2216589,25146
2216629,None
2216640,24852
2216645,27845
2216736,16797
2216779,42736
2216826,None
2216940,24852
2216973,47209
2216993,22825
2217014,None
2217044,13176
2217078,None
2217114,24852
2217222,5876
2217235,23322
2217250,None
2217274,42460
2217311,44799
2217337,13176
2217407,35951
2217441,22819
2217495,None
2217566,21903
2217630,33065
2217671,None
2217913,13176
2217949,None
2218148,None
2218330,30233
2218338,None
2218384,24964
2218390,25802
2218418,None
2218422,None
2218442,15424
2218476,None
2218509,21137
2218597,None
2218631,10673
2218665,24964
2218751,13166
2218863,47626
2218902,24852
2218927,40706
2218958,24852
2219078,13176
2219106,24852
2219137,None
2219140,21137
2219156,13176
2219169,13176
2219170,21137
2219308,13176
2219335,36011
2219487,None
2219565,47766
2219590,24852
2219634,28985
2219802,47209
2219813,4605
2219842,13176
2219863,24838
2219900,24852
2219939,24852
2219948,26405
2219967,23341
2219981,None
2219995,21903
2220018,24852
2220019,30827
2220046,13176
2220128,24964
2220133,13176
2220147,None
2220163,24852
2220188,24852
2220211,21137
2220216,None
2220290,45007
2220298,24852
2220301,None
2220359,47766
2220363,9755
2220386,47626
2220443,None
2220460,None
2220486,28199
2220505,24852
2220527,13176
2220535,26620
2220550,None
2220556,46667
2220557,21137
2220571,24852
2220588,None
2220675,19057
2220689,None
2220731,None
2220785,24852
2220800,None
2220801,24852
2220813,None
2220823,49235
2220870,24852
2220907,None
2221028,37687
2221043,4920
2221094,47766
2221185,26604
2221238,27845
2221263,13176
2221265,24852
2221271,41950
2221289,49683
2221338,24852
2221340,13176
2221489,24852
2221495,None
2221513,26756
2221525,21903
2221585,None
2221673,2120
2221876,49683
2221916,24852
2221948,None
2222025,13176
2222041,24852
2222077,13176
2222111,3990
2222146,21938
2222149,19660
2222157,24852
2222220,19057
2222339,29987
2222498,None
2222518,13176
2222548,47626
2222600,None
2222623,21903
2222674,None
2222709,None
2222794,47626
2222803,47209
2222805,21903
2222853,24852
2222970,21137
2222979,36107
2223005,None
2223081,40604
2223128,21903
2223182,16797
2223300,13176
2223328,28199
2223343,21903
2223387,13176
2223400,33000
2223433,21137
2223461,14715
2223519,None
2223546,27845
2223631,24852
2223709,24852
2223712,24852
2223750,None
2223798,24852
2223829,24852
2223830,49683
2223951,21903
2224067,24852
2224076,24852
2224086,34969
2224091,16797
2224106,None
2224107,24852
2224188,None
2224210,21903
2224220,47766
2224225,24852
2224305,24852
2224327,None
2224352,5025
2224385,24852
2224435,49235
2224600,None
2224614,24852
2224658,None
2224718,23909
2224750,24852
2224760,27845
2224797,None
2224825,10673
2224839,21903
2224850,13176
2224852,27845
2224856,15290
2224921,24852
2224957,21903
2224999,None
2225025,8424
2225043,None
2225068,21903
2225241,24852
2225281,None
2225382,21137
2225492,21903
2225525,27966
2225572,13176
2225580,None
2225663,27323
2225717,16797
2225756,24852
2225883,47209
2225918,None
2225944,44471
2226499,38890
2226546,13176
2226574,21137
2226576,5077
2226601,9387
2226613,21903
2226667,38775
2226696,None
2226724,None
2226736,None
2226748,33548
2226777,22120
2226870,47766
2226883,None
2226908,13176
2226970,27845
2227127,21137
2227138,24852
2227169,24852
2227177,None
2227259,None
2227408,21903
2227421,24852
2227437,None
2227473,39275
2227483,21903
2227556,40332
2227582,13176
2227587,13176
2227609,16797
2227665,None
2227666,46979
2227845,41950
2227874,34969
2227909,44632
2227989,5077
2228027,21903
2228043,45437
2228048,None
2228087,47766
